row_y,left_x,right_x,center_x,fitted_center_x,width,center_residual
341,456.0,458.0,457.0,487.4412841796875,3.0,-30.4412841796875
342,453.0,458.0,455.5,481.6343688964844,6.0,-26.134368896484375
343,450.0,458.0,454.0,475.82745361328125,9.0,-21.82745361328125
344,447.0,455.0,451.0,470.0205078125,9.0,-19.0205078125
345,444.0,453.0,448.5,464.2135925292969,10.0,-15.713592529296875
346,441.0,449.0,445.0,458.40667724609375,9.0,-13.40667724609375
347,439.0,447.0,443.0,452.5997314453125,9.0,-9.5997314453125
348,436.0,444.0,440.0,446.7928161621094,9.0,-6.792816162109375
349,434.0,442.0,438.0,440.9858703613281,9.0,-2.985870361328125
350,431.0,439.0,435.0,435.178955078125,9.0,-0.178955078125
351,427.0,437.0,432.0,429.3720397949219,11.0,2.627960205078125
352,424.0,433.0,428.5,423.5650939941406,10.0,4.934906005859375
353,421.0,430.0,425.5,417.7581787109375,10.0,7.7418212890625
354,418.0,427.0,422.5,411.9512634277344,10.0,10.548736572265625
355,414.0,425.0,419.5,406.1443176269531,12.0,13.355682373046875
356,411.0,422.0,416.5,400.33740234375,12.0,16.16259765625
357,407.0,419.0,413.0,394.5304870605469,13.0,18.469512939453125
358,403.0,415.0,409.0,388.7235412597656,13.0,20.276458740234375
359,399.0,412.0,405.5,382.9166259765625,14.0,22.5833740234375
360,394.0,408.0,401.0,377.10968017578125,15.0,23.89031982421875
361,389.0,405.0,397.0,371.3027648925781,17.0,25.697235107421875
362,384.0,401.0,392.5,365.495849609375,18.0,27.004150390625
363,378.0,397.0,387.5,359.68890380859375,20.0,27.81109619140625
364,369.0,392.0,380.5,353.8819885253906,24.0,26.618011474609375
365,361.0,388.0,374.5,348.0750732421875,28.0,26.4249267578125
366,348.0,384.0,366.0,342.26812744140625,37.0,23.73187255859375
367,333.0,377.0,355.0,336.4612121582031,45.0,18.538787841796875
368,309.0,369.0,339.0,330.654296875,61.0,8.345703125
369,294.0,364.0,329.0,324.84735107421875,71.0,4.15264892578125
370,284.0,350.0,317.0,319.0404357910156,67.0,-2.040435791015625
371,274.0,338.0,306.0,313.2334899902344,65.0,-7.233489990234375
372,268.0,319.0,293.5,307.42657470703125,52.0,-13.92657470703125
373,262.0,292.0,277.0,301.6196594238281,31.0,-24.619659423828125
374,256.0,280.0,268.0,295.8127136230469,25.0,-27.812713623046875
375,251.0,272.0,261.5,290.00579833984375,22.0,-28.50579833984375
376,247.0,263.0,255.0,284.1988830566406,17.0,-29.198883056640625
377,247.0,258.0,252.5,278.3919372558594,12.0,-25.891937255859375
378,247.0,251.0,249.0,272.58502197265625,5.0,-23.58502197265625
