row_y,left_x,right_x,center_x,fitted_center_x,width,center_residual
0,99.0,101.0,100.0,103.62874603271484,3.0,-3.6287460327148438
1,97.0,102.0,99.5,104.03167724609375,6.0,-4.53167724609375
2,97.0,103.0,100.0,104.43460845947266,7.0,-4.434608459472656
3,97.0,103.0,100.0,104.83753967285156,7.0,-4.8375396728515625
4,97.0,104.0,100.5,105.24046325683594,8.0,-4.7404632568359375
5,97.0,104.0,100.5,105.64339447021484,8.0,-5.143394470214844
6,98.0,104.0,101.0,106.04632568359375,7.0,-5.04632568359375
7,98.0,105.0,101.5,106.44925689697266,8.0,-4.949256896972656
8,98.0,105.0,101.5,106.85218811035156,8.0,-5.3521881103515625
9,98.0,105.0,101.5,107.25511169433594,8.0,-5.7551116943359375
10,99.0,106.0,102.5,107.65804290771484,8.0,-5.158042907714844
11,99.0,106.0,102.5,108.06097412109375,8.0,-5.56097412109375
12,99.0,106.0,102.5,108.46390533447266,8.0,-5.963905334472656
13,100.0,107.0,103.5,108.86682891845703,8.0,-5.366828918457031
14,100.0,107.0,103.5,109.26976013183594,8.0,-5.7697601318359375
15,100.0,107.0,103.5,109.67269134521484,8.0,-6.172691345214844
16,101.0,107.0,104.0,110.07562255859375,7.0,-6.07562255859375
17,101.0,108.0,104.5,110.47854614257812,8.0,-5.978546142578125
18,101.0,108.0,104.5,110.88147735595703,8.0,-6.381477355957031
19,101.0,108.0,104.5,111.28440856933594,8.0,-6.7844085693359375
20,102.0,109.0,105.5,111.68733978271484,8.0,-6.187339782714844
21,102.0,109.0,105.5,112.09026336669922,8.0,-6.590263366699219
22,102.0,109.0,105.5,112.49319458007812,8.0,-6.993194580078125
23,103.0,110.0,106.5,112.89612579345703,8.0,-6.396125793457031
24,103.0,110.0,106.5,113.29905700683594,8.0,-6.7990570068359375
25,103.0,110.0,106.5,113.70198059082031,8.0,-7.2019805908203125
26,104.0,111.0,107.5,114.10491180419922,8.0,-6.604911804199219
27,104.0,111.0,107.5,114.50784301757812,8.0,-7.007843017578125
28,105.0,111.0,108.0,114.91077423095703,7.0,-6.910774230957031
29,105.0,112.0,108.5,115.3136978149414,8.0,-6.813697814941406
30,105.0,112.0,108.5,115.71662902832031,8.0,-7.2166290283203125
31,105.0,112.0,108.5,116.11956024169922,8.0,-7.619560241699219
32,106.0,112.0,109.0,116.52249145507812,7.0,-7.522491455078125
33,106.0,113.0,109.5,116.9254150390625,8.0,-7.4254150390625
34,106.0,113.0,109.5,117.3283462524414,8.0,-7.828346252441406
35,107.0,114.0,110.5,117.73127746582031,8.0,-7.2312774658203125
36,107.0,114.0,110.5,118.13420867919922,8.0,-7.634208679199219
37,107.0,114.0,110.5,118.5371322631836,8.0,-8.037132263183594
38,108.0,115.0,111.5,118.9400634765625,8.0,-7.4400634765625
39,108.0,115.0,111.5,119.3429946899414,8.0,-7.842994689941406
40,109.0,115.0,112.0,119.74592590332031,7.0,-7.7459259033203125
41,109.0,116.0,112.5,120.14884948730469,8.0,-7.6488494873046875
42,110.0,116.0,113.0,120.5517807006836,7.0,-7.551780700683594
43,110.0,117.0,113.5,120.9547119140625,8.0,-7.4547119140625
44,110.0,117.0,113.5,121.3576431274414,8.0,-7.857643127441406
45,111.0,118.0,114.5,121.76056671142578,8.0,-7.260566711425781
46,111.0,118.0,114.5,122.16349792480469,8.0,-7.6634979248046875
