row_y,left_x,right_x,center_x,fitted_center_x,width,center_residual
2,171.0,173.0,172.0,164.0211639404297,3.0,7.9788360595703125
3,171.0,173.0,172.0,163.955810546875,3.0,8.044189453125
4,170.0,173.0,171.5,163.89044189453125,4.0,7.60955810546875
5,170.0,173.0,171.5,163.82508850097656,4.0,7.6749114990234375
6,170.0,173.0,171.5,163.7597198486328,4.0,7.7402801513671875
7,170.0,172.0,171.0,163.69435119628906,3.0,7.3056488037109375
8,170.0,172.0,171.0,163.62899780273438,3.0,7.371002197265625
9,169.0,172.0,170.5,163.56362915039062,4.0,6.936370849609375
10,169.0,172.0,170.5,163.49826049804688,4.0,7.001739501953125
11,169.0,172.0,170.5,163.4329071044922,4.0,7.0670928955078125
12,169.0,171.0,170.0,163.36753845214844,3.0,6.6324615478515625
13,169.0,171.0,170.0,163.3021697998047,3.0,6.6978302001953125
14,168.0,171.0,169.5,163.23681640625,4.0,6.26318359375
15,168.0,171.0,169.5,163.17144775390625,4.0,6.32855224609375
16,168.0,170.0,169.0,163.10609436035156,3.0,5.8939056396484375
17,168.0,170.0,169.0,163.0407257080078,3.0,5.9592742919921875
18,167.0,170.0,168.5,162.97535705566406,4.0,5.5246429443359375
19,167.0,170.0,168.5,162.91000366210938,4.0,5.589996337890625
20,167.0,170.0,168.5,162.84463500976562,4.0,5.655364990234375
21,167.0,169.0,168.0,162.77926635742188,3.0,5.220733642578125
22,167.0,169.0,168.0,162.7139129638672,3.0,5.2860870361328125
23,166.0,169.0,167.5,162.64854431152344,4.0,4.8514556884765625
24,166.0,169.0,167.5,162.5831756591797,4.0,4.9168243408203125
25,166.0,169.0,167.5,162.517822265625,4.0,4.982177734375
26,166.0,169.0,167.5,162.45245361328125,4.0,5.04754638671875
27,165.0,168.0,166.5,162.38710021972656,4.0,4.1128997802734375
28,165.0,168.0,166.5,162.3217315673828,4.0,4.1782684326171875
29,165.0,168.0,166.5,162.25636291503906,4.0,4.2436370849609375
30,165.0,168.0,166.5,162.19100952148438,4.0,4.308990478515625
31,164.0,167.0,165.5,162.12564086914062,4.0,3.374359130859375
32,164.0,167.0,165.5,162.06027221679688,4.0,3.439727783203125
33,164.0,167.0,165.5,161.9949188232422,4.0,3.5050811767578125
34,164.0,167.0,165.5,161.92955017089844,4.0,3.5704498291015625
35,164.0,167.0,165.5,161.86419677734375,4.0,3.63580322265625
36,163.0,166.0,164.5,161.798828125,4.0,2.701171875
37,163.0,166.0,164.5,161.73345947265625,4.0,2.76654052734375
38,163.0,166.0,164.5,161.66810607910156,4.0,2.8318939208984375
39,163.0,166.0,164.5,161.6027374267578,4.0,2.8972625732421875
40,163.0,166.0,164.5,161.53736877441406,4.0,2.9626312255859375
41,162.0,166.0,164.0,161.47201538085938,5.0,2.527984619140625
42,162.0,165.0,163.5,161.40664672851562,4.0,2.093353271484375
43,162.0,165.0,163.5,161.34127807617188,4.0,2.158721923828125
44,162.0,165.0,163.5,161.2759246826172,4.0,2.2240753173828125
45,161.0,165.0,163.0,161.21055603027344,5.0,1.7894439697265625
46,161.0,165.0,163.0,161.14520263671875,5.0,1.85479736328125
47,161.0,164.0,162.5,161.079833984375,4.0,1.420166015625
48,161.0,164.0,162.5,161.01446533203125,4.0,1.48553466796875
49,160.0,164.0,162.0,160.94911193847656,5.0,1.0508880615234375
50,160.0,164.0,162.0,160.8837432861328,5.0,1.1162567138671875
51,160.0,164.0,162.0,160.81837463378906,5.0,1.1816253662109375
52,160.0,163.0,161.5,160.75302124023438,4.0,0.746978759765625
53,160.0,163.0,161.5,160.68765258789062,4.0,0.812347412109375
54,160.0,163.0,161.5,160.62229919433594,4.0,0.8777008056640625
55,159.0,163.0,161.0,160.5569305419922,5.0,0.4430694580078125
56,159.0,163.0,161.0,160.49156188964844,5.0,0.5084381103515625
57,159.0,162.0,160.5,160.42620849609375,4.0,0.07379150390625
58,159.0,162.0,160.5,160.36083984375,4.0,0.13916015625
59,159.0,162.0,160.5,160.29547119140625,4.0,0.20452880859375
60,158.0,162.0,160.0,160.23011779785156,5.0,-0.2301177978515625
61,158.0,162.0,160.0,160.1647491455078,5.0,-0.1647491455078125
62,158.0,162.0,160.0,160.09938049316406,5.0,-0.0993804931640625
63,158.0,161.0,159.5,160.03402709960938,4.0,-0.534027099609375
64,158.0,161.0,159.5,159.96865844726562,4.0,-0.468658447265625
65,157.0,161.0,159.0,159.90330505371094,5.0,-0.9033050537109375
66,157.0,161.0,159.0,159.8379364013672,5.0,-0.8379364013671875
67,157.0,161.0,159.0,159.77256774902344,5.0,-0.7725677490234375
68,157.0,160.0,158.5,159.70721435546875,4.0,-1.20721435546875
69,157.0,160.0,158.5,159.641845703125,4.0,-1.141845703125
70,157.0,160.0,158.5,159.57647705078125,4.0,-1.07647705078125
71,156.0,160.0,158.0,159.51112365722656,5.0,-1.5111236572265625
72,156.0,160.0,158.0,159.4457550048828,5.0,-1.4457550048828125
73,156.0,160.0,158.0,159.38040161132812,5.0,-1.380401611328125
74,156.0,159.0,157.5,159.31503295898438,4.0,-1.815032958984375
75,156.0,159.0,157.5,159.24966430664062,4.0,-1.749664306640625
