row_y,left_x,right_x,center_x,fitted_center_x,width,center_residual
0,301.0,306.0,303.5,300.9774169921875,6.0,2.5225830078125
1,301.0,307.0,304.0,301.1498718261719,7.0,2.850128173828125
2,301.0,307.0,304.0,301.3223571777344,7.0,2.677642822265625
3,301.0,307.0,304.0,301.49481201171875,7.0,2.50518798828125
4,301.0,307.0,304.0,301.6672668457031,7.0,2.332733154296875
5,302.0,307.0,304.5,301.8397521972656,6.0,2.660247802734375
6,302.0,307.0,304.5,302.01220703125,6.0,2.48779296875
7,302.0,307.0,304.5,302.1846618652344,6.0,2.315338134765625
8,302.0,307.0,304.5,302.35711669921875,6.0,2.14288330078125
9,302.0,307.0,304.5,302.52960205078125,6.0,1.97039794921875
10,302.0,307.0,304.5,302.7020568847656,6.0,1.797943115234375
11,302.0,307.0,304.5,302.87451171875,6.0,1.62548828125
12,302.0,307.0,304.5,303.0469970703125,6.0,1.4530029296875
13,302.0,307.0,304.5,303.2194519042969,6.0,1.280548095703125
14,302.0,307.0,304.5,303.39190673828125,6.0,1.10809326171875
15,302.0,307.0,304.5,303.56439208984375,6.0,0.93560791015625
16,302.0,307.0,304.5,303.7368469238281,6.0,0.763153076171875
17,302.0,307.0,304.5,303.9093017578125,6.0,0.5906982421875
18,302.0,307.0,304.5,304.081787109375,6.0,0.418212890625
19,302.0,307.0,304.5,304.2542419433594,6.0,0.245758056640625
20,302.0,307.0,304.5,304.42669677734375,6.0,0.07330322265625
21,302.0,307.0,304.5,304.5991516113281,6.0,-0.099151611328125
22,302.0,307.0,304.5,304.7716369628906,6.0,-0.271636962890625
23,302.0,307.0,304.5,304.944091796875,6.0,-0.444091796875
24,303.0,307.0,305.0,305.1165466308594,5.0,-0.116546630859375
25,303.0,307.0,305.0,305.2890319824219,5.0,-0.289031982421875
26,303.0,307.0,305.0,305.46148681640625,5.0,-0.46148681640625
27,303.0,307.0,305.0,305.6339416503906,5.0,-0.633941650390625
28,303.0,307.0,305.0,305.8064270019531,5.0,-0.806427001953125
29,303.0,307.0,305.0,305.9788818359375,5.0,-0.9788818359375
30,303.0,307.0,305.0,306.1513366699219,5.0,-1.151336669921875
31,303.0,307.0,305.0,306.32379150390625,5.0,-1.32379150390625
32,303.0,307.0,305.0,306.49627685546875,5.0,-1.49627685546875
33,304.0,308.0,306.0,306.6687316894531,5.0,-0.668731689453125
34,304.0,308.0,306.0,306.8411865234375,5.0,-0.8411865234375
35,304.0,308.0,306.0,307.013671875,5.0,-1.013671875
36,304.0,308.0,306.0,307.1861267089844,5.0,-1.186126708984375
37,304.0,308.0,306.0,307.35858154296875,5.0,-1.35858154296875
38,304.0,308.0,306.0,307.53106689453125,5.0,-1.53106689453125
39,304.0,308.0,306.0,307.7035217285156,5.0,-1.703521728515625
40,305.0,308.0,306.5,307.8759765625,4.0,-1.3759765625
41,305.0,308.0,306.5,308.0484313964844,4.0,-1.548431396484375
42,305.0,309.0,307.0,308.2209167480469,5.0,-1.220916748046875
43,305.0,309.0,307.0,308.39337158203125,5.0,-1.39337158203125
44,305.0,309.0,307.0,308.5658264160156,5.0,-1.565826416015625
45,305.0,309.0,307.0,308.7383117675781,5.0,-1.738311767578125
46,306.0,309.0,307.5,308.9107666015625,4.0,-1.4107666015625
47,306.0,309.0,307.5,309.0832214355469,4.0,-1.583221435546875
48,306.0,309.0,307.5,309.2557067871094,4.0,-1.755706787109375
49,306.0,310.0,308.0,309.42816162109375,5.0,-1.42816162109375
50,307.0,310.0,308.5,309.6006164550781,4.0,-1.100616455078125
51,307.0,310.0,308.5,309.7731018066406,4.0,-1.273101806640625
52,307.0,310.0,308.5,309.945556640625,4.0,-1.445556640625
53,307.0,311.0,309.0,310.1180114746094,5.0,-1.118011474609375
54,307.0,311.0,309.0,310.29046630859375,5.0,-1.29046630859375
55,308.0,311.0,309.5,310.46295166015625,4.0,-0.96295166015625
56,308.0,311.0,309.5,310.6354064941406,4.0,-1.135406494140625
57,308.0,311.0,309.5,310.807861328125,4.0,-1.307861328125
58,308.0,312.0,310.0,310.9803466796875,5.0,-0.9803466796875
59,308.0,312.0,310.0,311.1528015136719,5.0,-1.152801513671875
60,309.0,312.0,310.5,311.32525634765625,4.0,-0.82525634765625
61,309.0,312.0,310.5,311.49774169921875,4.0,-0.99774169921875
62,309.0,312.0,310.5,311.6701965332031,4.0,-1.170196533203125
63,310.0,313.0,311.5,311.8426513671875,4.0,-0.3426513671875
64,310.0,313.0,311.5,312.0151062011719,4.0,-0.515106201171875
65,310.0,313.0,311.5,312.1875915527344,4.0,-0.687591552734375
66,310.0,314.0,312.0,312.36004638671875,5.0,-0.36004638671875
67,311.0,314.0,312.5,312.5325012207031,4.0,-0.032501220703125
68,311.0,314.0,312.5,312.7049865722656,4.0,-0.204986572265625
69,311.0,314.0,312.5,312.87744140625,4.0,-0.37744140625
70,311.0,315.0,313.0,313.0498962402344,5.0,-0.049896240234375
71,312.0,315.0,313.5,313.2223815917969,4.0,0.277618408203125
72,312.0,315.0,313.5,313.39483642578125,4.0,0.10516357421875
73,312.0,316.0,314.0,313.5672912597656,5.0,0.432708740234375
74,312.0,316.0,314.0,313.73974609375,5.0,0.26025390625
75,313.0,316.0,314.5,313.9122314453125,4.0,0.5877685546875
76,313.0,316.0,314.5,314.0846862792969,4.0,0.415313720703125
77,313.0,317.0,315.0,314.25714111328125,5.0,0.74285888671875
78,314.0,317.0,315.5,314.42962646484375,4.0,1.07037353515625
79,314.0,317.0,315.5,314.6020812988281,4.0,0.897918701171875
80,315.0,318.0,316.5,314.7745361328125,4.0,1.7254638671875
81,315.0,318.0,316.5,314.947021484375,4.0,1.552978515625
82,315.0,318.0,316.5,315.1194763183594,4.0,1.380523681640625
83,315.0,319.0,317.0,315.29193115234375,5.0,1.70806884765625
84,315.0,319.0,317.0,315.46441650390625,5.0,1.53558349609375
85,316.0,319.0,317.5,315.6368713378906,4.0,1.863128662109375
86,316.0,320.0,318.0,315.809326171875,5.0,2.190673828125
87,317.0,320.0,318.5,315.9817810058594,4.0,2.518218994140625
88,317.0,320.0,318.5,316.1542663574219,4.0,2.345733642578125
89,317.0,320.0,318.5,316.32672119140625,4.0,2.17327880859375
90,317.0,321.0,319.0,316.4991760253906,5.0,2.500823974609375
91,318.0,321.0,319.5,316.6716613769531,4.0,2.828338623046875
92,318.0,321.0,319.5,316.8441162109375,4.0,2.6558837890625
93,318.0,322.0,320.0,317.0165710449219,5.0,2.983428955078125
94,319.0,322.0,320.5,317.1890563964844,4.0,3.310943603515625
95,319.0,322.0,320.5,317.36151123046875,4.0,3.13848876953125
96,319.0,323.0,321.0,317.5339660644531,5.0,3.466033935546875
97,320.0,323.0,321.5,317.7064208984375,4.0,3.7935791015625
98,320.0,323.0,321.5,317.87890625,4.0,3.62109375
99,320.0,324.0,322.0,318.0513610839844,5.0,3.948638916015625
100,320.0,324.0,322.0,318.22381591796875,5.0,3.77618408203125
101,321.0,324.0,322.5,318.39630126953125,4.0,4.10369873046875
102,321.0,324.0,322.5,318.5687561035156,4.0,3.931243896484375
103,321.0,325.0,323.0,318.7412109375,5.0,4.2587890625
104,322.0,325.0,323.5,318.9136962890625,4.0,4.5863037109375
105,322.0,325.0,323.5,319.0861511230469,4.0,4.413848876953125
106,322.0,325.0,323.5,319.25860595703125,4.0,4.24139404296875
107,322.0,326.0,324.0,319.4310607910156,5.0,4.568939208984375
108,322.0,326.0,324.0,319.6035461425781,5.0,4.396453857421875
109,323.0,326.0,324.5,319.7760009765625,4.0,4.7239990234375
110,323.0,327.0,325.0,319.9484558105469,5.0,5.051544189453125
111,323.0,327.0,325.0,320.1209411621094,5.0,4.879058837890625
112,324.0,327.0,325.5,320.29339599609375,4.0,5.20660400390625
113,324.0,327.0,325.5,320.4658508300781,4.0,5.034149169921875
114,324.0,328.0,326.0,320.6383361816406,5.0,5.361663818359375
115,324.0,328.0,326.0,320.810791015625,5.0,5.189208984375
116,324.0,328.0,326.0,320.9832458496094,5.0,5.016754150390625
117,324.0,328.0,326.0,321.1557312011719,5.0,4.844268798828125
118,325.0,329.0,327.0,321.32818603515625,5.0,5.67181396484375
119,325.0,329.0,327.0,321.5006408691406,5.0,5.499359130859375
120,325.0,329.0,327.0,321.673095703125,5.0,5.326904296875
121,325.0,329.0,327.0,321.8455810546875,5.0,5.1544189453125
122,326.0,330.0,328.0,322.0180358886719,5.0,5.981964111328125
123,326.0,330.0,328.0,322.19049072265625,5.0,5.80950927734375
124,326.0,330.0,328.0,322.36297607421875,5.0,5.63702392578125
125,326.0,330.0,328.0,322.5354309082031,5.0,5.464569091796875
126,326.0,330.0,328.0,322.7078857421875,5.0,5.2921142578125
127,326.0,330.0,328.0,322.88037109375,5.0,5.11962890625
128,327.0,331.0,329.0,323.0528259277344,5.0,5.947174072265625
129,327.0,331.0,329.0,323.22528076171875,5.0,5.77471923828125
130,327.0,331.0,329.0,323.3977355957031,5.0,5.602264404296875
131,327.0,331.0,329.0,323.5702209472656,5.0,5.429779052734375
132,327.0,331.0,329.0,323.74267578125,5.0,5.25732421875
133,327.0,332.0,329.5,323.9151306152344,6.0,5.584869384765625
134,327.0,332.0,329.5,324.0876159667969,6.0,5.412384033203125
135,328.0,332.0,330.0,324.26007080078125,5.0,5.73992919921875
136,328.0,332.0,330.0,324.4325256347656,5.0,5.567474365234375
137,328.0,332.0,330.0,324.6050109863281,5.0,5.394989013671875
138,328.0,332.0,330.0,324.7774658203125,5.0,5.2225341796875
139,328.0,332.0,330.0,324.9499206542969,5.0,5.050079345703125
140,329.0,332.0,330.5,325.12237548828125,4.0,5.37762451171875
141,328.0,333.0,330.5,325.29486083984375,6.0,5.20513916015625
142,328.0,333.0,330.5,325.4673156738281,6.0,5.032684326171875
143,328.0,333.0,330.5,325.6397705078125,6.0,4.8602294921875
144,329.0,333.0,331.0,325.812255859375,5.0,5.187744140625
145,329.0,333.0,331.0,325.9847106933594,5.0,5.015289306640625
146,329.0,333.0,331.0,326.15716552734375,5.0,4.84283447265625
147,329.0,333.0,331.0,326.32965087890625,5.0,4.67034912109375
148,329.0,333.0,331.0,326.5021057128906,5.0,4.497894287109375
149,329.0,333.0,331.0,326.674560546875,5.0,4.325439453125
150,329.0,334.0,331.5,326.8470458984375,6.0,4.6529541015625
151,329.0,334.0,331.5,327.0195007324219,6.0,4.480499267578125
152,329.0,334.0,331.5,327.19195556640625,6.0,4.30804443359375
153,329.0,334.0,331.5,327.3644104003906,6.0,4.135589599609375
154,329.0,334.0,331.5,327.5368957519531,6.0,3.963104248046875
155,329.0,334.0,331.5,327.7093505859375,6.0,3.7906494140625
156,329.0,334.0,331.5,327.8818054199219,6.0,3.618194580078125
157,329.0,334.0,331.5,328.0542907714844,6.0,3.445709228515625
158,329.0,334.0,331.5,328.22674560546875,6.0,3.27325439453125
159,329.0,334.0,331.5,328.3992004394531,6.0,3.100799560546875
160,329.0,334.0,331.5,328.5716857910156,6.0,2.928314208984375
161,329.0,334.0,331.5,328.744140625,6.0,2.755859375
162,329.0,334.0,331.5,328.9165954589844,6.0,2.583404541015625
163,329.0,334.0,331.5,329.08905029296875,6.0,2.41094970703125
164,329.0,334.0,331.5,329.26153564453125,6.0,2.23846435546875
165,329.0,334.0,331.5,329.4339904785156,6.0,2.066009521484375
166,329.0,334.0,331.5,329.6064453125,6.0,1.8935546875
167,329.0,334.0,331.5,329.7789306640625,6.0,1.7210693359375
168,329.0,334.0,331.5,329.9513854980469,6.0,1.548614501953125
169,329.0,334.0,331.5,330.12384033203125,6.0,1.37615966796875
170,329.0,334.0,331.5,330.29632568359375,6.0,1.20367431640625
171,329.0,334.0,331.5,330.4687805175781,6.0,1.031219482421875
172,329.0,334.0,331.5,330.6412353515625,6.0,0.8587646484375
173,329.0,334.0,331.5,330.8136901855469,6.0,0.686309814453125
174,329.0,334.0,331.5,330.9861755371094,6.0,0.513824462890625
175,329.0,334.0,331.5,331.15863037109375,6.0,0.34136962890625
176,329.0,334.0,331.5,331.3310852050781,6.0,0.168914794921875
177,329.0,334.0,331.5,331.5035705566406,6.0,-0.003570556640625
178,329.0,333.0,331.0,331.676025390625,5.0,-0.676025390625
179,329.0,334.0,331.5,331.8484802246094,6.0,-0.348480224609375
180,329.0,334.0,331.5,332.0209655761719,6.0,-0.520965576171875
181,329.0,334.0,331.5,332.19342041015625,6.0,-0.69342041015625
182,329.0,334.0,331.5,332.3658752441406,6.0,-0.865875244140625
183,329.0,334.0,331.5,332.5383605957031,6.0,-1.038360595703125
184,329.0,334.0,331.5,332.7108154296875,6.0,-1.2108154296875
185,329.0,334.0,331.5,332.8832702636719,6.0,-1.383270263671875
186,329.0,334.0,331.5,333.05572509765625,6.0,-1.55572509765625
