row_y,left_x,right_x,center_x,fitted_center_x,width,center_residual
1,119.0,122.0,120.5,111.0998764038086,4.0,9.400123596191406
2,119.0,123.0,121.0,111.88055419921875,5.0,9.11944580078125
3,119.0,123.0,121.0,112.66123962402344,5.0,8.338760375976562
4,119.0,124.0,121.5,113.4419174194336,6.0,8.058082580566406
5,120.0,125.0,122.5,114.22260284423828,6.0,8.277397155761719
6,121.0,125.0,123.0,115.00328063964844,5.0,7.9967193603515625
7,121.0,126.0,123.5,115.78396606445312,6.0,7.716033935546875
8,122.0,127.0,124.5,116.56464385986328,6.0,7.935356140136719
9,122.0,127.0,124.5,117.34532928466797,6.0,7.154670715332031
10,123.0,128.0,125.5,118.12600708007812,6.0,7.373992919921875
11,123.0,129.0,126.0,118.90669250488281,7.0,7.0933074951171875
12,124.0,129.0,126.5,119.68737030029297,6.0,6.812629699707031
13,125.0,130.0,127.5,120.46805572509766,6.0,7.031944274902344
14,125.0,131.0,128.0,121.24874114990234,7.0,6.751258850097656
15,126.0,131.0,128.5,122.0294189453125,6.0,6.4705810546875
16,126.0,132.0,129.0,122.81010437011719,7.0,6.1898956298828125
17,127.0,133.0,130.0,123.59078216552734,7.0,6.409217834472656
18,128.0,133.0,130.5,124.37146759033203,6.0,6.128532409667969
19,128.0,134.0,131.0,125.15214538574219,7.0,5.8478546142578125
20,129.0,135.0,132.0,125.93283081054688,7.0,6.067169189453125
21,129.0,135.0,132.0,126.71350860595703,7.0,5.286491394042969
22,130.0,136.0,133.0,127.49419403076172,7.0,5.505805969238281
23,131.0,136.0,133.5,128.27487182617188,6.0,5.225128173828125
24,131.0,137.0,134.0,129.05555725097656,7.0,4.9444427490234375
25,132.0,137.0,134.5,129.83624267578125,6.0,4.66375732421875
26,132.0,138.0,135.0,130.61691284179688,7.0,4.383087158203125
27,133.0,139.0,136.0,131.39759826660156,7.0,4.6024017333984375
28,133.0,139.0,136.0,132.17828369140625,7.0,3.82171630859375
29,134.0,140.0,137.0,132.95896911621094,7.0,4.0410308837890625
30,135.0,141.0,138.0,133.73963928222656,7.0,4.2603607177734375
31,135.0,141.0,138.0,134.52032470703125,7.0,3.47967529296875
