row_y,left_x,right_x,center_x,fitted_center_x,width,center_residual
0,475.0,478.0,476.5,473.767822265625,4.0,2.732177734375
1,474.0,478.0,476.0,472.6859436035156,5.0,3.314056396484375
2,473.0,478.0,475.5,471.6040344238281,6.0,3.895965576171875
3,472.0,478.0,475.0,470.5221252441406,7.0,4.477874755859375
4,471.0,477.0,474.0,469.44024658203125,7.0,4.55975341796875
5,470.0,476.0,473.0,468.35833740234375,7.0,4.64166259765625
6,470.0,475.0,472.5,467.27642822265625,6.0,5.22357177734375
7,469.0,474.0,471.5,466.1945495605469,6.0,5.305450439453125
8,468.0,473.0,470.5,465.1126403808594,6.0,5.387359619140625
9,467.0,473.0,470.0,464.0307312011719,7.0,5.969268798828125
10,466.0,472.0,469.0,462.9488525390625,7.0,6.0511474609375
11,465.0,471.0,468.0,461.866943359375,7.0,6.133056640625
12,464.0,470.0,467.0,460.7850341796875,7.0,6.2149658203125
13,463.0,469.0,466.0,459.7031555175781,7.0,6.296844482421875
14,462.0,468.0,465.0,458.6212463378906,7.0,6.378753662109375
15,461.0,467.0,464.0,457.5393371582031,7.0,6.460662841796875
16,460.0,466.0,463.0,456.45745849609375,7.0,6.54254150390625
17,459.0,465.0,462.0,455.37554931640625,7.0,6.62445068359375
18,458.0,464.0,461.0,454.29364013671875,7.0,6.70635986328125
19,457.0,463.0,460.0,453.2117614746094,7.0,6.788238525390625
20,456.0,462.0,459.0,452.1298522949219,7.0,6.870147705078125
21,455.0,461.0,458.0,451.0479431152344,7.0,6.952056884765625
22,454.0,460.0,457.0,449.966064453125,7.0,7.033935546875
23,453.0,459.0,456.0,448.8841552734375,7.0,7.1158447265625
24,452.0,458.0,455.0,447.80224609375,7.0,7.19775390625
25,451.0,457.0,454.0,446.7203674316406,7.0,7.279632568359375
26,450.0,456.0,453.0,445.6384582519531,7.0,7.361541748046875
27,449.0,455.0,452.0,444.5565490722656,7.0,7.443450927734375
28,447.0,454.0,450.5,443.47467041015625,8.0,7.02532958984375
29,446.0,453.0,449.5,442.39276123046875,8.0,7.10723876953125
30,445.0,452.0,448.5,441.31085205078125,8.0,7.18914794921875
31,444.0,450.0,447.0,440.2289733886719,7.0,6.771026611328125
32,443.0,449.0,446.0,439.1470642089844,7.0,6.852935791015625
33,442.0,448.0,445.0,438.0651550292969,7.0,6.934844970703125
34,440.0,447.0,443.5,436.9832763671875,8.0,6.5167236328125
35,439.0,446.0,442.5,435.9013671875,8.0,6.5986328125
36,438.0,445.0,441.5,434.8194580078125,8.0,6.6805419921875
37,437.0,444.0,440.5,433.7375793457031,8.0,6.762420654296875
38,436.0,442.0,439.0,432.6556701660156,7.0,6.344329833984375
39,434.0,441.0,437.5,431.5737609863281,8.0,5.926239013671875
40,433.0,440.0,436.5,430.49188232421875,8.0,6.00811767578125
41,431.0,438.0,434.5,429.40997314453125,8.0,5.09002685546875
42,430.0,437.0,433.5,428.32806396484375,8.0,5.17193603515625
43,429.0,436.0,432.5,427.2461853027344,8.0,5.253814697265625
44,427.0,435.0,431.0,426.1642761230469,9.0,4.835723876953125
45,426.0,434.0,430.0,425.0823669433594,9.0,4.917633056640625
46,424.0,432.0,428.0,424.00048828125,9.0,3.99951171875
47,423.0,431.0,427.0,422.9185791015625,9.0,4.0814208984375
48,422.0,429.0,425.5,421.836669921875,8.0,3.663330078125
49,420.0,428.0,424.0,420.7547912597656,9.0,3.245208740234375
50,419.0,427.0,423.0,419.6728820800781,9.0,3.327117919921875
51,417.0,426.0,421.5,418.5909729003906,10.0,2.909027099609375
52,416.0,424.0,420.0,417.50909423828125,9.0,2.49090576171875
53,414.0,423.0,418.5,416.42718505859375,10.0,2.07281494140625
54,413.0,421.0,417.0,415.34527587890625,9.0,1.65472412109375
55,412.0,420.0,416.0,414.2633972167969,9.0,1.736602783203125
56,410.0,418.0,414.0,413.1814880371094,9.0,0.818511962890625
57,409.0,416.0,412.5,412.0995788574219,8.0,0.400421142578125
58,407.0,415.0,411.0,411.0177001953125,9.0,-0.0177001953125
59,406.0,414.0,410.0,409.935791015625,9.0,0.064208984375
60,404.0,413.0,408.5,408.8538818359375,10.0,-0.3538818359375
61,403.0,412.0,407.5,407.7720031738281,10.0,-0.272003173828125
62,401.0,410.0,405.5,406.6900939941406,10.0,-1.190093994140625
63,400.0,409.0,404.5,405.6081848144531,10.0,-1.108184814453125
64,398.0,407.0,402.5,404.52630615234375,10.0,-2.02630615234375
65,397.0,406.0,401.5,403.44439697265625,10.0,-1.94439697265625
66,396.0,404.0,400.0,402.36248779296875,9.0,-2.36248779296875
67,394.0,403.0,398.5,401.2806091308594,10.0,-2.780609130859375
68,393.0,401.0,397.0,400.1986999511719,9.0,-3.198699951171875
69,392.0,400.0,396.0,399.1167907714844,9.0,-3.116790771484375
70,390.0,399.0,394.5,398.034912109375,10.0,-3.534912109375
71,389.0,398.0,393.5,396.9530029296875,10.0,-3.4530029296875
72,388.0,396.0,392.0,395.87109375,9.0,-3.87109375
73,387.0,395.0,391.0,394.7892150878906,9.0,-3.789215087890625
74,385.0,393.0,389.0,393.7073059082031,9.0,-4.707305908203125
75,384.0,392.0,388.0,392.6253967285156,9.0,-4.625396728515625
76,383.0,391.0,387.0,391.54351806640625,9.0,-4.54351806640625
77,382.0,390.0,386.0,390.46160888671875,9.0,-4.46160888671875
78,380.0,388.0,384.0,389.3797302246094,9.0,-5.379730224609375
79,379.0,387.0,383.0,388.2978210449219,9.0,-5.297821044921875
80,378.0,385.0,381.5,387.2159118652344,8.0,-5.715911865234375
81,377.0,384.0,380.5,386.134033203125,8.0,-5.634033203125
82,376.0,383.0,379.5,385.0521240234375,8.0,-5.5521240234375
83,375.0,382.0,378.5,383.97021484375,8.0,-5.47021484375
84,373.0,381.0,377.0,382.8883361816406,9.0,-5.888336181640625
85,372.0,380.0,376.0,381.8064270019531,9.0,-5.806427001953125
86,371.0,378.0,374.5,380.7245178222656,8.0,-6.224517822265625
87,370.0,377.0,373.5,379.64263916015625,8.0,-6.14263916015625
88,369.0,376.0,372.5,378.56072998046875,8.0,-6.06072998046875
89,368.0,375.0,371.5,377.47882080078125,8.0,-5.97882080078125
90,367.0,374.0,370.5,376.3969421386719,8.0,-5.896942138671875
91,366.0,373.0,369.5,375.3150329589844,8.0,-5.815032958984375
92,365.0,372.0,368.5,374.2331237792969,8.0,-5.733123779296875
93,364.0,371.0,367.5,373.1512451171875,8.0,-5.6512451171875
94,363.0,370.0,366.5,372.0693359375,8.0,-5.5693359375
95,362.0,369.0,365.5,370.9874267578125,8.0,-5.4874267578125
96,361.0,368.0,364.5,369.9055480957031,8.0,-5.405548095703125
97,360.0,367.0,363.5,368.8236389160156,8.0,-5.323638916015625
98,359.0,365.0,362.0,367.7417297363281,7.0,-5.741729736328125
99,358.0,364.0,361.0,366.65985107421875,7.0,-5.65985107421875
100,357.0,364.0,360.5,365.57794189453125,8.0,-5.07794189453125
101,357.0,363.0,360.0,364.49603271484375,7.0,-4.49603271484375
102,356.0,362.0,359.0,363.4141540527344,7.0,-4.414154052734375
103,355.0,361.0,358.0,362.3322448730469,7.0,-4.332244873046875
104,354.0,359.0,356.5,361.2503356933594,6.0,-4.750335693359375
105,353.0,358.0,355.5,360.16845703125,6.0,-4.66845703125
106,352.0,357.0,354.5,359.0865478515625,6.0,-4.5865478515625
107,351.0,357.0,354.0,358.004638671875,7.0,-4.004638671875
108,350.0,356.0,353.0,356.9227600097656,7.0,-3.922760009765625
109,350.0,355.0,352.5,355.8408508300781,6.0,-3.340850830078125
110,349.0,354.0,351.5,354.7589416503906,6.0,-3.258941650390625
111,348.0,353.0,350.5,353.67706298828125,6.0,-3.17706298828125
112,347.0,352.0,349.5,352.59515380859375,6.0,-3.09515380859375
113,346.0,351.0,348.5,351.51324462890625,6.0,-3.01324462890625
114,345.0,350.0,347.5,350.4313659667969,6.0,-2.931365966796875
115,345.0,349.0,347.0,349.3494567871094,5.0,-2.349456787109375
116,344.0,348.0,346.0,348.2675476074219,5.0,-2.267547607421875
117,343.0,348.0,345.5,347.1856689453125,6.0,-1.6856689453125
118,342.0,347.0,344.5,346.103759765625,6.0,-1.603759765625
119,341.0,346.0,343.5,345.0218505859375,6.0,-1.5218505859375
120,340.0,345.0,342.5,343.9399719238281,6.0,-1.439971923828125
121,339.0,344.0,341.5,342.8580627441406,6.0,-1.358062744140625
122,339.0,343.0,341.0,341.7761535644531,5.0,-0.776153564453125
123,338.0,342.0,340.0,340.69427490234375,5.0,-0.69427490234375
124,337.0,342.0,339.5,339.61236572265625,6.0,-0.11236572265625
125,336.0,341.0,338.5,338.53045654296875,6.0,-0.03045654296875
126,335.0,340.0,337.5,337.4485778808594,6.0,0.051422119140625
127,334.0,339.0,336.5,336.3666687011719,6.0,0.133331298828125
128,333.0,338.0,335.5,335.2847595214844,6.0,0.215240478515625
129,332.0,338.0,335.0,334.202880859375,7.0,0.797119140625
130,332.0,337.0,334.5,333.1209716796875,6.0,1.3790283203125
131,331.0,336.0,333.5,332.0390625,6.0,1.4609375
132,330.0,335.0,332.5,330.9571838378906,6.0,1.542816162109375
133,329.0,334.0,331.5,329.8752746582031,6.0,1.624725341796875
134,328.0,333.0,330.5,328.7933654785156,6.0,1.706634521484375
135,327.0,332.0,329.5,327.71148681640625,6.0,1.78851318359375
136,326.0,331.0,328.5,326.62957763671875,6.0,1.87042236328125
137,325.0,330.0,327.5,325.54766845703125,6.0,1.95233154296875
138,324.0,330.0,327.0,324.4657897949219,7.0,2.534210205078125
139,323.0,329.0,326.0,323.3838806152344,7.0,2.616119384765625
140,323.0,328.0,325.5,322.3019714355469,6.0,3.198028564453125
141,322.0,327.0,324.5,321.2200927734375,6.0,3.2799072265625
142,321.0,326.0,323.5,320.13818359375,6.0,3.36181640625
143,320.0,325.0,322.5,319.0562744140625,6.0,3.4437255859375
144,319.0,324.0,321.5,317.9743957519531,6.0,3.525604248046875
145,318.0,323.0,320.5,316.8924865722656,6.0,3.607513427734375
146,317.0,322.0,319.5,315.8105773925781,6.0,3.689422607421875
147,316.0,321.0,318.5,314.72869873046875,6.0,3.77130126953125
148,315.0,320.0,317.5,313.64678955078125,6.0,3.85321044921875
149,314.0,319.0,316.5,312.56488037109375,6.0,3.93511962890625
150,313.0,318.0,315.5,311.4830017089844,6.0,4.016998291015625
151,311.0,317.0,314.0,310.4010925292969,7.0,3.598907470703125
152,310.0,316.0,313.0,309.3191833496094,7.0,3.680816650390625
153,309.0,315.0,312.0,308.2373046875,7.0,3.7626953125
154,308.0,314.0,311.0,307.1553955078125,7.0,3.8446044921875
155,307.0,313.0,310.0,306.073486328125,7.0,3.926513671875
156,306.0,312.0,309.0,304.9916076660156,7.0,4.008392333984375
157,305.0,311.0,308.0,303.9096984863281,7.0,4.090301513671875
158,304.0,310.0,307.0,302.8277893066406,7.0,4.172210693359375
159,302.0,309.0,305.5,301.74591064453125,8.0,3.75408935546875
160,301.0,307.0,304.0,300.66400146484375,7.0,3.33599853515625
161,300.0,306.0,303.0,299.58209228515625,7.0,3.41790771484375
162,299.0,305.0,302.0,298.5002136230469,7.0,3.499786376953125
163,298.0,304.0,301.0,297.4183044433594,7.0,3.581695556640625
164,297.0,303.0,300.0,296.3363952636719,7.0,3.663604736328125
165,295.0,302.0,298.5,295.2545166015625,8.0,3.2454833984375
166,294.0,301.0,297.5,294.172607421875,8.0,3.327392578125
167,293.0,300.0,296.5,293.0906982421875,8.0,3.4093017578125
168,291.0,298.0,294.5,292.0088195800781,8.0,2.491180419921875
169,290.0,297.0,293.5,290.9269104003906,8.0,2.573089599609375
170,289.0,295.0,292.0,289.8450012207031,7.0,2.154998779296875
171,287.0,294.0,290.5,288.76312255859375,8.0,1.73687744140625
172,286.0,293.0,289.5,287.68121337890625,8.0,1.81878662109375
173,284.0,292.0,288.0,286.59930419921875,9.0,1.40069580078125
174,283.0,290.0,286.5,285.5174255371094,8.0,0.982574462890625
175,282.0,289.0,285.5,284.4355163574219,8.0,1.064483642578125
176,281.0,287.0,284.0,283.3536071777344,7.0,0.646392822265625
177,279.0,286.0,282.5,282.271728515625,8.0,0.228271484375
178,278.0,285.0,281.5,281.1898193359375,8.0,0.3101806640625
179,276.0,284.0,280.0,280.1079406738281,9.0,-0.107940673828125
180,275.0,282.0,278.5,279.0260314941406,8.0,-0.526031494140625
181,274.0,281.0,277.5,277.9441223144531,8.0,-0.444122314453125
182,272.0,279.0,275.5,276.86224365234375,8.0,-1.36224365234375
183,271.0,278.0,274.5,275.78033447265625,8.0,-1.28033447265625
184,269.0,276.0,272.5,274.69842529296875,8.0,-2.19842529296875
185,268.0,275.0,271.5,273.6165466308594,8.0,-2.116546630859375
186,267.0,274.0,270.5,272.5346374511719,8.0,-2.034637451171875
187,265.0,273.0,269.0,271.4527282714844,9.0,-2.452728271484375
188,264.0,271.0,267.5,270.370849609375,8.0,-2.870849609375
189,262.0,270.0,266.0,269.2889404296875,9.0,-3.2889404296875
190,261.0,268.0,264.5,268.20703125,8.0,-3.70703125
191,260.0,267.0,263.5,267.1251525878906,8.0,-3.625152587890625
192,258.0,265.0,261.5,266.0432434082031,8.0,-4.543243408203125
193,257.0,264.0,260.5,264.9613342285156,8.0,-4.461334228515625
194,256.0,262.0,259.0,263.87945556640625,7.0,-4.87945556640625
195,254.0,261.0,257.5,262.79754638671875,8.0,-5.29754638671875
196,253.0,260.0,256.5,261.71563720703125,8.0,-5.21563720703125
197,252.0,258.0,255.0,260.6337585449219,7.0,-5.633758544921875
198,251.0,257.0,254.0,259.5518493652344,7.0,-5.551849365234375
199,249.0,256.0,252.5,258.4699401855469,8.0,-5.969940185546875
200,248.0,254.0,251.0,257.3880615234375,7.0,-6.3880615234375
201,246.0,253.0,249.5,256.30615234375,8.0,-6.80615234375
202,245.0,252.0,248.5,255.2242431640625,8.0,-6.7242431640625
203,244.0,251.0,247.5,254.14234924316406,8.0,-6.6423492431640625
204,243.0,249.0,246.0,253.06045532226562,7.0,-7.060455322265625
205,242.0,248.0,245.0,251.9785614013672,7.0,-6.9785614013671875
206,241.0,247.0,244.0,250.8966522216797,7.0,-6.8966522216796875
207,239.0,246.0,242.5,249.81475830078125,8.0,-7.31475830078125
208,238.0,244.0,241.0,248.7328643798828,7.0,-7.7328643798828125
209,237.0,243.0,240.0,247.6509552001953,7.0,-7.6509552001953125
210,236.0,242.0,239.0,246.56906127929688,7.0,-7.569061279296875
211,235.0,241.0,238.0,245.48716735839844,7.0,-7.4871673583984375
212,234.0,240.0,237.0,244.40525817871094,7.0,-7.4052581787109375
213,233.0,239.0,236.0,243.3233642578125,7.0,-7.3233642578125
214,232.0,237.0,234.5,242.24147033691406,6.0,-7.7414703369140625
215,231.0,236.0,233.5,241.15956115722656,6.0,-7.6595611572265625
216,230.0,235.0,232.5,240.07766723632812,6.0,-7.577667236328125
217,229.0,234.0,231.5,238.9957733154297,6.0,-7.4957733154296875
218,228.0,233.0,230.5,237.9138641357422,6.0,-7.4138641357421875
219,227.0,232.0,229.5,236.83197021484375,6.0,-7.33197021484375
220,226.0,231.0,228.5,235.7500762939453,6.0,-7.2500762939453125
221,225.0,230.0,227.5,234.6681671142578,6.0,-7.1681671142578125
222,224.0,229.0,226.5,233.58627319335938,6.0,-7.086273193359375
223,223.0,228.0,225.5,232.50437927246094,6.0,-7.0043792724609375
224,222.0,227.0,224.5,231.42247009277344,6.0,-6.9224700927734375
225,221.0,226.0,223.5,230.340576171875,6.0,-6.840576171875
226,220.0,225.0,222.5,229.25868225097656,6.0,-6.7586822509765625
227,220.0,224.0,222.0,228.17677307128906,5.0,-6.1767730712890625
228,219.0,223.0,221.0,227.09487915039062,5.0,-6.094879150390625
229,218.0,222.0,220.0,226.0129852294922,5.0,-6.0129852294921875
230,217.0,221.0,219.0,224.9310760498047,5.0,-5.9310760498046875
231,216.0,221.0,218.5,223.84918212890625,6.0,-5.34918212890625
232,215.0,219.0,217.0,222.7672882080078,5.0,-5.7672882080078125
233,214.0,218.0,216.0,221.6853790283203,5.0,-5.6853790283203125
234,213.0,217.0,215.0,220.60348510742188,5.0,-5.603485107421875
235,212.0,217.0,214.5,219.52159118652344,6.0,-5.0215911865234375
236,212.0,216.0,214.0,218.43968200683594,5.0,-4.4396820068359375
237,211.0,215.0,213.0,217.3577880859375,5.0,-4.3577880859375
238,210.0,214.0,212.0,216.27589416503906,5.0,-4.2758941650390625
239,209.0,213.0,211.0,215.19398498535156,5.0,-4.1939849853515625
240,208.0,212.0,210.0,214.11209106445312,5.0,-4.112091064453125
241,207.0,212.0,209.5,213.0301971435547,6.0,-3.5301971435546875
242,206.0,211.0,208.5,211.9482879638672,6.0,-3.4482879638671875
243,206.0,210.0,208.0,210.86639404296875,5.0,-2.86639404296875
244,205.0,209.0,207.0,209.7845001220703,5.0,-2.7845001220703125
245,204.0,208.0,206.0,208.7025909423828,5.0,-2.7025909423828125
246,203.0,207.0,205.0,207.62069702148438,5.0,-2.620697021484375
247,202.0,206.0,204.0,206.53880310058594,5.0,-2.5388031005859375
248,201.0,206.0,203.5,205.45689392089844,6.0,-1.9568939208984375
249,200.0,205.0,202.5,204.375,6.0,-1.875
250,200.0,204.0,202.0,203.29310607910156,5.0,-1.2931060791015625
251,198.0,203.0,200.5,202.21119689941406,6.0,-1.7111968994140625
252,198.0,202.0,200.0,201.12930297851562,5.0,-1.129302978515625
253,197.0,201.0,199.0,200.0474090576172,5.0,-1.0474090576171875
254,196.0,201.0,198.5,198.96551513671875,6.0,-0.46551513671875
255,195.0,200.0,197.5,197.88360595703125,6.0,-0.38360595703125
256,195.0,199.0,197.0,196.8017120361328,5.0,0.1982879638671875
257,193.0,198.0,195.5,195.71981811523438,6.0,-0.219818115234375
258,193.0,197.0,195.0,194.63790893554688,5.0,0.362091064453125
259,192.0,196.0,194.0,193.55601501464844,5.0,0.4439849853515625
260,191.0,195.0,193.0,192.47412109375,5.0,0.52587890625
261,190.0,195.0,192.5,191.3922119140625,6.0,1.1077880859375
262,189.0,194.0,191.5,190.31031799316406,6.0,1.1896820068359375
263,188.0,193.0,190.5,189.22842407226562,6.0,1.271575927734375
264,188.0,193.0,190.5,188.14651489257812,6.0,2.353485107421875
265,187.0,192.0,189.5,187.0646209716797,6.0,2.4353790283203125
266,186.0,191.0,188.5,185.98272705078125,6.0,2.51727294921875
267,184.0,190.0,187.0,184.90081787109375,7.0,2.09918212890625
268,184.0,189.0,186.5,183.8189239501953,6.0,2.6810760498046875
269,183.0,188.0,185.5,182.73703002929688,6.0,2.762969970703125
270,182.0,187.0,184.5,181.65512084960938,6.0,2.844879150390625
271,181.0,186.0,183.5,180.57322692871094,6.0,2.9267730712890625
272,180.0,185.0,182.5,179.4913330078125,6.0,3.0086669921875
273,179.0,184.0,181.5,178.409423828125,6.0,3.090576171875
274,178.0,183.0,180.5,177.32752990722656,6.0,3.1724700927734375
275,177.0,182.0,179.5,176.24563598632812,6.0,3.254364013671875
276,176.0,181.0,178.5,175.16372680664062,6.0,3.336273193359375
277,175.0,180.0,177.5,174.0818328857422,6.0,3.4181671142578125
278,174.0,179.0,176.5,172.99993896484375,6.0,3.50006103515625
279,173.0,179.0,176.0,171.91802978515625,7.0,4.08197021484375
280,172.0,178.0,175.0,170.8361358642578,7.0,4.1638641357421875
281,170.0,177.0,173.5,169.75424194335938,8.0,3.745758056640625
282,170.0,175.0,172.5,168.67233276367188,6.0,3.827667236328125
283,168.0,174.0,171.0,167.59043884277344,7.0,3.4095611572265625
284,168.0,173.0,170.5,166.508544921875,6.0,3.991455078125
285,166.0,172.0,169.0,165.4266357421875,7.0,3.5733642578125
286,165.0,171.0,168.0,164.34474182128906,7.0,3.6552581787109375
287,164.0,170.0,167.0,163.26284790039062,7.0,3.737152099609375
288,163.0,169.0,166.0,162.18093872070312,7.0,3.819061279296875
289,162.0,168.0,165.0,161.0990447998047,7.0,3.9009552001953125
290,160.0,167.0,163.5,160.01715087890625,8.0,3.48284912109375
291,159.0,166.0,162.5,158.93524169921875,8.0,3.56475830078125
292,158.0,164.0,161.0,157.8533477783203,7.0,3.1466522216796875
293,157.0,163.0,160.0,156.77145385742188,7.0,3.228546142578125
294,156.0,162.0,159.0,155.68954467773438,7.0,3.310455322265625
295,154.0,161.0,157.5,154.60765075683594,8.0,2.8923492431640625
296,153.0,159.0,156.0,153.5257568359375,7.0,2.4742431640625
297,152.0,158.0,155.0,152.44384765625,7.0,2.55615234375
298,150.0,157.0,153.5,151.36195373535156,8.0,2.1380462646484375
299,149.0,155.0,152.0,150.28005981445312,7.0,1.719940185546875
300,148.0,154.0,151.0,149.19815063476562,7.0,1.801849365234375
301,146.0,153.0,149.5,148.1162567138672,8.0,1.3837432861328125
302,145.0,152.0,148.5,147.03436279296875,8.0,1.46563720703125
303,144.0,151.0,147.5,145.95245361328125,8.0,1.54754638671875
304,143.0,149.0,146.0,144.8705596923828,7.0,1.1294403076171875
305,141.0,148.0,144.5,143.78866577148438,8.0,0.711334228515625
